"nom_mun","edad","pob_tot","pob_h","pob_m","CVEGEO"
"Temoaya","18 Años",2121,1056,1065,"15 087"
"Temoaya","19 Años",1880,960,920,"15 087"
"Temoaya","20 Años",2141,1051,1090,"15 087"
"Temoaya","21 Años",1652,813,839,"15 087"
"Temoaya","22 Años",1907,972,935,"15 087"
"Temoaya","23 Años",1705,826,879,"15 087"
"Temoaya","24 Años",1740,874,866,"15 087"
"Tenancingo","Total",104677,51227,53450,"15 088"
"Tenancingo","3 Años",1912,958,954,"15 088"
"Tenancingo","4 Años",1885,986,899,"15 088"
"Tenancingo","5 Años",1914,974,940,"15 088"
"Tenancingo","6 Años",1933,978,955,"15 088"
"Tenancingo","7 Años",1917,949,968,"15 088"
"Tenancingo","8 Años",2150,1128,1022,"15 088"
"Tenancingo","9 Años",2150,1100,1050,"15 088"
"Tenancingo","10 Años",2165,1095,1070,"15 088"
"Tenancingo","11 Años",2064,1053,1011,"15 088"
"Tenancingo","12 Años",2099,1065,1034,"15 088"
"Tenancingo","13 Años",1880,972,908,"15 088"
"Tenancingo","14 Años",1998,1032,966,"15 088"
"Tenancingo","15 Años",2012,1020,992,"15 088"
"Tenancingo","16 Años",1956,1001,955,"15 088"
"Tenancingo","17 Años",1992,1059,933,"15 088"
"Tenancingo","18 Años",2043,1048,995,"15 088"
"Tenancingo","19 Años",1816,918,898,"15 088"
"Tenancingo","20 Años",2017,1013,1004,"15 088"
"Tenancingo","21 Años",1570,752,818,"15 088"
"Tenancingo","22 Años",1754,847,907,"15 088"
"Tenancingo","23 Años",1659,836,823,"15 088"
"Tenancingo","24 Años",1639,826,813,"15 088"
"Tenango del Aire","Total",11359,5552,5807,"15 089"
"Tenango del Aire","3 Años",173,77,96,"15 089"
"Tenango del Aire","4 Años",185,106,79,"15 089"
"Tenango del Aire","5 Años",222,103,119,"15 089"
"Tenango del Aire","6 Años",202,93,109,"15 089"
"Tenango del Aire","7 Años",194,94,100,"15 089"
"Tenango del Aire","8 Años",211,106,105,"15 089"
"Tenango del Aire","9 Años",208,107,101,"15 089"
"Tenango del Aire","10 Años",213,116,97,"15 089"
"Tenango del Aire","11 Años",180,104,76,"15 089"
"Tenango del Aire","12 Años",197,109,88,"15 089"
"Tenango del Aire","13 Años",200,89,111,"15 089"
"Tenango del Aire","14 Años",222,122,100,"15 089"
"Tenango del Aire","15 Años",200,104,96,"15 089"
"Tenango del Aire","16 Años",203,94,109,"15 089"
"Tenango del Aire","17 Años",178,92,86,"15 089"
"Tenango del Aire","18 Años",206,104,102,"15 089"
"Tenango del Aire","19 Años",200,108,92,"15 089"
"Tenango del Aire","20 Años",207,112,95,"15 089"
"Tenango del Aire","21 Años",175,85,90,"15 089"
"Tenango del Aire","22 Años",205,118,87,"15 089"
"Tenango del Aire","23 Años",183,94,89,"15 089"
"Tenango del Aire","24 Años",168,79,89,"15 089"
"Tenango del Valle","Total",90518,44490,46028,"15 090"
"Tenango del Valle","3 Años",1703,859,844,"15 090"
"Tenango del Valle","4 Años",1754,902,852,"15 090"
"Tenango del Valle","5 Años",1683,880,803,"15 090"
"Tenango del Valle","6 Años",1609,814,795,"15 090"
"Tenango del Valle","7 Años",1716,830,886,"15 090"
"Tenango del Valle","8 Años",1868,991,877,"15 090"
"Tenango del Valle","9 Años",1755,882,873,"15 090"
"Tenango del Valle","10 Años",1921,986,935,"15 090"
"Tenango del Valle","11 Años",1626,841,785,"15 090"
"Tenango del Valle","12 Años",1765,897,868,"15 090"
"Tenango del Valle","13 Años",1633,821,812,"15 090"
"Tenango del Valle","14 Años",1632,840,792,"15 090"
"Tenango del Valle","15 Años",1710,841,869,"15 090"
"Tenango del Valle","16 Años",1639,857,782,"15 090"
"Tenango del Valle","17 Años",1696,852,844,"15 090"
"Tenango del Valle","18 Años",1748,883,865,"15 090"
"Tenango del Valle","19 Años",1508,772,736,"15 090"
"Tenango del Valle","20 Años",1736,841,895,"15 090"
"Tenango del Valle","21 Años",1453,715,738,"15 090"
"Tenango del Valle","22 Años",1664,857,807,"15 090"
"Tenango del Valle","23 Años",1517,728,789,"15 090"
"Tenango del Valle","24 Años",1544,764,780,"15 090"
"Teoloyucan","Total",65459,31939,33520,"15 091"
"Teoloyucan","3 Años",1132,566,566,"15 091"
"Teoloyucan","4 Años",1134,552,582,"15 091"
"Teoloyucan","5 Años",1224,600,624,"15 091"
"Teoloyucan","6 Años",1153,593,560,"15 091"
"Teoloyucan","7 Años",1097,556,541,"15 091"
"Teoloyucan","8 Años",1109,599,510,"15 091"
"Teoloyucan","9 Años",1077,548,529,"15 091"
"Teoloyucan","10 Años",1297,676,621,"15 091"
"Teoloyucan","11 Años",1106,563,543,"15 091"
"Teoloyucan","12 Años",1308,651,657,"15 091"
"Teoloyucan","13 Años",1146,590,556,"15 091"
"Teoloyucan","14 Años",1158,589,569,"15 091"
"Teoloyucan","15 Años",1190,605,585,"15 091"
"Teoloyucan","16 Años",1137,573,564,"15 091"
"Teoloyucan","17 Años",1210,614,596,"15 091"
"Teoloyucan","18 Años",1317,688,629,"15 091"
"Teoloyucan","19 Años",1119,537,582,"15 091"
"Teoloyucan","20 Años",1343,678,665,"15 091"
"Teoloyucan","21 Años",1009,509,500,"15 091"
"Teoloyucan","22 Años",1117,595,522,"15 091"
"Teoloyucan","23 Años",1042,509,533,"15 091"
"Teoloyucan","24 Años",1044,529,515,"15 091"
"Teotihuacán","Total",58507,28195,30312,"15 092"
"Teotihuacán","3 Años",950,470,480,"15 092"
"Teotihuacán","4 Años",968,486,482,"15 092"
"Teotihuacán","5 Años",932,471,461,"15 092"
"Teotihuacán","6 Años",920,475,445,"15 092"
"Teotihuacán","7 Años",898,459,439,"15 092"
"Teotihuacán","8 Años",976,485,491,"15 092"
"Teotihuacán","9 Años",958,487,471,"15 092"
"Teotihuacán","10 Años",1046,531,515,"15 092"
"Teotihuacán","11 Años",957,480,477,"15 092"
"Teotihuacán","12 Años",1047,532,515,"15 092"
"Teotihuacán","13 Años",1083,511,572,"15 092"
"Teotihuacán","14 Años",1083,554,529,"15 092"
"Teotihuacán","15 Años",1047,564,483,"15 092"
"Teotihuacán","16 Años",986,538,448,"15 092"
"Teotihuacán","17 Años",1052,561,491,"15 092"
"Teotihuacán","18 Años",1079,539,540,"15 092"
"Teotihuacán","19 Años",997,478,519,"15 092"
"Teotihuacán","20 Años",1073,558,515,"15 092"
"Teotihuacán","21 Años",880,440,440,"15 092"
"Teotihuacán","22 Años",973,458,515,"15 092"
"Teotihuacán","23 Años",821,388,433,"15 092"
"Teotihuacán","24 Años",889,448,441,"15 092"
"Tepetlaoxtoc","Total",32564,15906,16658,"15 093"
"Tepetlaoxtoc","3 Años",528,288,240,"15 093"
"Tepetlaoxtoc","4 Años",556,306,250,"15 093"
"Tepetlaoxtoc","5 Años",555,288,267,"15 093"
"Tepetlaoxtoc","6 Años",554,292,262,"15 093"
"Tepetlaoxtoc","7 Años",530,266,264,"15 093"
"Tepetlaoxtoc","8 Años",569,297,272,"15 093"
"Tepetlaoxtoc","9 Años",540,266,274,"15 093"
"Tepetlaoxtoc","10 Años",644,328,316,"15 093"
"Tepetlaoxtoc","11 Años",615,301,314,"15 093"
"Tepetlaoxtoc","12 Años",584,314,270,"15 093"
"Tepetlaoxtoc","13 Años",590,313,277,"15 093"
"Tepetlaoxtoc","14 Años",597,272,325,"15 093"
"Tepetlaoxtoc","15 Años",576,288,288,"15 093"
"Tepetlaoxtoc","16 Años",535,296,239,"15 093"
"Tepetlaoxtoc","17 Años",653,338,315,"15 093"
"Tepetlaoxtoc","18 Años",595,299,296,"15 093"
"Tepetlaoxtoc","19 Años",548,279,269,"15 093"
"Tepetlaoxtoc","20 Años",633,325,308,"15 093"
"Tepetlaoxtoc","21 Años",495,235,260,"15 093"
"Tepetlaoxtoc","22 Años",618,309,309,"15 093"
"Tepetlaoxtoc","23 Años",535,260,275,"15 093"
"Tepetlaoxtoc","24 Años",500,223,277,"15 093"
"Tepetlixpa","Total",20500,9946,10554,"15 094"
"Tepetlixpa","3 Años",369,189,180,"15 094"
"Tepetlixpa","4 Años",406,207,199,"15 094"
"Tepetlixpa","5 Años",398,191,207,"15 094"
"Tepetlixpa","6 Años",327,163,164,"15 094"
"Tepetlixpa","7 Años",350,187,163,"15 094"
"Tepetlixpa","8 Años",382,202,180,"15 094"
"Tepetlixpa","9 Años",346,166,180,"15 094"
"Tepetlixpa","10 Años",341,166,175,"15 094"
"Tepetlixpa","11 Años",360,207,153,"15 094"
"Tepetlixpa","12 Años",364,186,178,"15 094"
"Tepetlixpa","13 Años",361,172,189,"15 094"
"Tepetlixpa","14 Años",379,190,189,"15 094"
"Tepetlixpa","15 Años",361,169,192,"15 094"
"Tepetlixpa","16 Años",352,191,161,"15 094"
"Tepetlixpa","17 Años",370,188,182,"15 094"
"Tepetlixpa","18 Años",371,181,190,"15 094"
"Tepetlixpa","19 Años",359,176,183,"15 094"
"Tepetlixpa","20 Años",366,201,165,"15 094"
"Tepetlixpa","21 Años",295,143,152,"15 094"
"Tepetlixpa","22 Años",352,182,170,"15 094"
"Tepetlixpa","23 Años",345,181,164,"15 094"
"Tepetlixpa","24 Años",329,159,170,"15 094"
"Tepotzotlán","Total",103696,50708,52988,"15 095"
"Tepotzotlán","3 Años",1578,761,817,"15 095"
"Tepotzotlán","4 Años",1551,775,776,"15 095"
"Tepotzotlán","5 Años",1628,798,830,"15 095"
"Tepotzotlán","6 Años",1601,797,804,"15 095"
"Tepotzotlán","7 Años",1725,886,839,"15 095"
"Tepotzotlán","8 Años",1861,903,958,"15 095"
"Tepotzotlán","9 Años",1679,838,841,"15 095"
"Tepotzotlán","10 Años",1893,961,932,"15 095"
"Tepotzotlán","11 Años",1735,851,884,"15 095"
"Tepotzotlán","12 Años",1974,1006,968,"15 095"
"Tepotzotlán","13 Años",1853,949,904,"15 095"
"Tepotzotlán","14 Años",1885,919,966,"15 095"
"Tepotzotlán","15 Años",1845,936,909,"15 095"
"Tepotzotlán","16 Años",1805,949,856,"15 095"
"Tepotzotlán","17 Años",1914,965,949,"15 095"
"Tepotzotlán","18 Años",2013,1034,979,"15 095"
"Tepotzotlán","19 Años",1732,861,871,"15 095"
"Tepotzotlán","20 Años",1919,969,950,"15 095"
"Tepotzotlán","21 Años",1515,775,740,"15 095"
"Tepotzotlán","22 Años",1891,938,953,"15 095"
"Tepotzotlán","23 Años",1689,853,836,"15 095"
"Tepotzotlán","24 Años",1690,838,852,"15 095"
"Tequixquiac","Total",39489,19329,20160,"15 096"
"Tequixquiac","3 Años",644,326,318,"15 096"
"Tequixquiac","4 Años",644,319,325,"15 096"
"Tequixquiac","5 Años",652,310,342,"15 096"
"Tequixquiac","6 Años",635,334,301,"15 096"
"Tequixquiac","7 Años",639,338,301,"15 096"
"Tequixquiac","8 Años",664,347,317,"15 096"
"Tequixquiac","9 Años",686,339,347,"15 096"
"Tequixquiac","10 Años",732,378,354,"15 096"
"Tequixquiac","11 Años",762,381,381,"15 096"
"Tequixquiac","12 Años",773,414,359,"15 096"
"Tequixquiac","13 Años",731,369,362,"15 096"
"Tequixquiac","14 Años",713,357,356,"15 096"
"Tequixquiac","15 Años",703,357,346,"15 096"
"Tequixquiac","16 Años",698,336,362,"15 096"
"Tequixquiac","17 Años",718,386,332,"15 096"
"Tequixquiac","18 Años",746,379,367,"15 096"
"Tequixquiac","19 Años",706,337,369,"15 096"
"Tequixquiac","20 Años",741,365,376,"15 096"
"Tequixquiac","21 Años",682,310,372,"15 096"
"Tequixquiac","22 Años",733,374,359,"15 096"
"Tequixquiac","23 Años",673,351,322,"15 096"
"Tequixquiac","24 Años",653,317,336,"15 096"
"Texcaltitlán","Total",18482,8945,9537,"15 097"
"Texcaltitlán","3 Años",429,227,202,"15 097"
"Texcaltitlán","4 Años",381,186,195,"15 097"
"Texcaltitlán","5 Años",377,204,173,"15 097"
"Texcaltitlán","6 Años",369,193,176,"15 097"
"Texcaltitlán","7 Años",418,193,225,"15 097"
"Texcaltitlán","8 Años",446,236,210,"15 097"
"Texcaltitlán","9 Años",466,228,238,"15 097"
"Texcaltitlán","10 Años",469,241,228,"15 097"
"Texcaltitlán","11 Años",407,208,199,"15 097"
"Texcaltitlán","12 Años",427,214,213,"15 097"
"Texcaltitlán","13 Años",381,198,183,"15 097"
"Texcaltitlán","14 Años",384,191,193,"15 097"
"Texcaltitlán","15 Años",370,170,200,"15 097"
"Texcaltitlán","16 Años",377,187,190,"15 097"
"Texcaltitlán","17 Años",347,184,163,"15 097"
"Texcaltitlán","18 Años",370,177,193,"15 097"
"Texcaltitlán","19 Años",314,145,169,"15 097"
"Texcaltitlán","20 Años",325,157,168,"15 097"
"Texcaltitlán","21 Años",316,166,150,"15 097"
"Texcaltitlán","22 Años",289,134,155,"15 097"
"Texcaltitlán","23 Años",324,163,161,"15 097"
"Texcaltitlán","24 Años",284,135,149,"15 097"
"Texcalyacac","Total",5736,2821,2915,"15 098"
"Texcalyacac","3 Años",108,68,40,"15 098"
"Texcalyacac","4 Años",101,51,50,"15 098"
"Texcalyacac","5 Años",104,48,56,"15 098"
"Texcalyacac","6 Años",110,57,53,"15 098"
"Texcalyacac","7 Años",93,48,45,"15 098"
"Texcalyacac","8 Años",101,49,52,"15 098"
"Texcalyacac","9 Años",92,48,44,"15 098"
"Texcalyacac","10 Años",111,56,55,"15 098"
"Texcalyacac","11 Años",84,42,42,"15 098"
"Texcalyacac","12 Años",115,60,55,"15 098"
"Texcalyacac","13 Años",100,51,49,"15 098"
"Texcalyacac","14 Años",94,47,47,"15 098"
"Texcalyacac","15 Años",126,64,62,"15 098"
"Texcalyacac","16 Años",112,60,52,"15 098"
"Texcalyacac","17 Años",101,53,48,"15 098"
"Texcalyacac","18 Años",107,58,49,"15 098"
"Texcalyacac","19 Años",85,48,37,"15 098"
"Texcalyacac","20 Años",114,69,45,"15 098"
"Texcalyacac","21 Años",91,50,41,"15 098"
"Texcalyacac","22 Años",97,46,51,"15 098"
"Texcalyacac","23 Años",81,42,39,"15 098"
"Texcalyacac","24 Años",96,44,52,"15 098"
"Texcoco","Total",277562,134940,142622,"15 099"
"Texcoco","3 Años",4168,2065,2103,"15 099"
"Texcoco","4 Años",4053,2102,1951,"15 099"
"Texcoco","5 Años",4130,2054,2076,"15 099"
"Texcoco","6 Años",4197,2163,2034,"15 099"
"Texcoco","7 Años",4230,2159,2071,"15 099"
"Texcoco","8 Años",4653,2357,2296,"15 099"
"Texcoco","9 Años",4285,2130,2155,"15 099"
"Texcoco","10 Años",4887,2504,2383,"15 099"
"Texcoco","11 Años",4486,2269,2217,"15 099"
"Texcoco","12 Años",4766,2453,2313,"15 099"
"Texcoco","13 Años",4610,2339,2271,"15 099"
"Texcoco","14 Años",4574,2262,2312,"15 099"
"Texcoco","15 Años",5061,2588,2473,"15 099"
"Texcoco","16 Años",4955,2482,2473,"15 099"
"Texcoco","17 Años",5285,2639,2646,"15 099"
"Texcoco","18 Años",5474,2803,2671,"15 099"
"Texcoco","19 Años",4894,2498,2396,"15 099"
"Texcoco","20 Años",5596,2872,2724,"15 099"
"Texcoco","21 Años",4644,2390,2254,"15 099"
"Texcoco","22 Años",5148,2639,2509,"15 099"
"Texcoco","23 Años",4699,2398,2301,"15 099"
"Texcoco","24 Años",4452,2193,2259,"15 099"
"Tezoyuca","Total",47044,23237,23807,"15 100"
"Tezoyuca","3 Años",731,363,368,"15 100"
"Tezoyuca","4 Años",740,376,364,"15 100"
"Tezoyuca","5 Años",766,398,368,"15 100"
"Tezoyuca","6 Años",793,401,392,"15 100"
"Tezoyuca","7 Años",830,422,408,"15 100"
"Tezoyuca","8 Años",804,405,399,"15 100"
"Tezoyuca","9 Años",760,387,373,"15 100"
"Tezoyuca","10 Años",920,491,429,"15 100"
"Tezoyuca","11 Años",816,424,392,"15 100"
"Tezoyuca","12 Años",935,489,446,"15 100"
"Tezoyuca","13 Años",879,455,424,"15 100"
"Tezoyuca","14 Años",852,416,436,"15 100"
"Tezoyuca","15 Años",958,483,475,"15 100"
"Tezoyuca","16 Años",905,469,436,"15 100"
"Tezoyuca","17 Años",912,440,472,"15 100"
"Tezoyuca","18 Años",984,496,488,"15 100"
"Tezoyuca","19 Años",835,426,409,"15 100"
"Tezoyuca","20 Años",974,481,493,"15 100"
"Tezoyuca","21 Años",742,372,370,"15 100"
"Tezoyuca","22 Años",868,434,434,"15 100"
"Tezoyuca","23 Años",805,434,371,"15 100"
"Tezoyuca","24 Años",751,375,376,"15 100"
"Tianguistenco","Total",84259,40847,43412,"15 101"
"Tianguistenco","3 Años",1570,792,778,"15 101"
"Tianguistenco","4 Años",1597,775,822,"15 101"
"Tianguistenco","5 Años",1602,791,811,"15 101"
"Tianguistenco","6 Años",1479,770,709,"15 101"
"Tianguistenco","7 Años",1481,745,736,"15 101"
"Tianguistenco","8 Años",1672,841,831,"15 101"
"Tianguistenco","9 Años",1490,740,750,"15 101"
"Tianguistenco","10 Años",1683,838,845,"15 101"
"Tianguistenco","11 Años",1484,732,752,"15 101"
"Tianguistenco","12 Años",1523,781,742,"15 101"
"Tianguistenco","13 Años",1593,780,813,"15 101"
"Tianguistenco","14 Años",1522,747,775,"15 101"
"Tianguistenco","15 Años",1612,802,810,"15 101"
"Tianguistenco","16 Años",1494,756,738,"15 101"
"Tianguistenco","17 Años",1688,853,835,"15 101"
"Tianguistenco","18 Años",1709,875,834,"15 101"
"Tianguistenco","19 Años",1443,708,735,"15 101"
"Tianguistenco","20 Años",1672,871,801,"15 101"
"Tianguistenco","21 Años",1326,684,642,"15 101"
"Tianguistenco","22 Años",1514,759,755,"15 101"
"Tianguistenco","23 Años",1398,708,690,"15 101"
"Tianguistenco","24 Años",1381,680,701,"15 101"
"Timilpan","Total",16414,7861,8553,"15 102"
"Timilpan","3 Años",263,140,123,"15 102"
"Timilpan","4 Años",280,136,144,"15 102"
"Timilpan","5 Años",289,135,154,"15 102"
"Timilpan","6 Años",299,146,153,"15 102"
"Timilpan","7 Años",264,137,127,"15 102"
"Timilpan","8 Años",317,166,151,"15 102"
"Timilpan","9 Años",303,148,155,"15 102"
"Timilpan","10 Años",324,178,146,"15 102"
"Timilpan","11 Años",277,132,145,"15 102"
"Timilpan","12 Años",281,150,131,"15 102"
"Timilpan","13 Años",304,149,155,"15 102"
"Timilpan","14 Años",326,160,166,"15 102"
"Timilpan","15 Años",306,157,149,"15 102"
"Timilpan","16 Años",312,160,152,"15 102"
"Timilpan","17 Años",315,136,179,"15 102"
"Timilpan","18 Años",281,130,151,"15 102"
"Timilpan","19 Años",249,111,138,"15 102"
"Timilpan","20 Años",311,166,145,"15 102"
"Timilpan","21 Años",257,124,133,"15 102"
"Timilpan","22 Años",248,129,119,"15 102"
"Timilpan","23 Años",255,117,138,"15 102"
"Timilpan","24 Años",278,115,163,"15 102"
"Tlalmanalco","Total",49196,23574,25622,"15 103"
"Tlalmanalco","3 Años",744,362,382,"15 103"
"Tlalmanalco","4 Años",828,401,427,"15 103"
"Tlalmanalco","5 Años",836,394,442,"15 103"
"Tlalmanalco","6 Años",719,356,363,"15 103"
"Tlalmanalco","7 Años",775,387,388,"15 103"
"Tlalmanalco","8 Años",768,399,369,"15 103"
"Tlalmanalco","9 Años",702,318,384,"15 103"
"Tlalmanalco","10 Años",816,417,399,"15 103"
"Tlalmanalco","11 Años",741,381,360,"15 103"
"Tlalmanalco","12 Años",780,383,397,"15 103"
"Tlalmanalco","13 Años",775,415,360,"15 103"
"Tlalmanalco","14 Años",793,382,411,"15 103"
"Tlalmanalco","15 Años",803,418,385,"15 103"
"Tlalmanalco","16 Años",754,409,345,"15 103"
"Tlalmanalco","17 Años",821,424,397,"15 103"
"Tlalmanalco","18 Años",804,407,397,"15 103"
"Tlalmanalco","19 Años",766,377,389,"15 103"
"Tlalmanalco","20 Años",817,395,422,"15 103"
"Tlalmanalco","21 Años",718,344,374,"15 103"
"Tlalmanalco","22 Años",857,406,451,"15 103"
"Tlalmanalco","23 Años",756,363,393,"15 103"
"Tlalmanalco","24 Años",815,383,432,"15 103"
"Tlalnepantla de Baz","Total",672202,327017,345185,"15 104"
"Tlalnepantla de Baz","3 Años",8563,4352,4211,"15 104"
"Tlalnepantla de Baz","4 Años",8760,4464,4296,"15 104"
"Tlalnepantla de Baz","5 Años",8932,4455,4477,"15 104"
"Tlalnepantla de Baz","6 Años",8063,4133,3930,"15 104"
"Tlalnepantla de Baz","7 Años",8303,4237,4066,"15 104"
"Tlalnepantla de Baz","8 Años",9024,4621,4403,"15 104"
"Tlalnepantla de Baz","9 Años",7889,3983,3906,"15 104"
"Tlalnepantla de Baz","10 Años",9325,4768,4557,"15 104"
"Tlalnepantla de Baz","11 Años",8449,4299,4150,"15 104"
"Tlalnepantla de Baz","12 Años",9300,4901,4399,"15 104"
"Tlalnepantla de Baz","13 Años",8978,4536,4442,"15 104"
"Tlalnepantla de Baz","14 Años",9200,4594,4606,"15 104"
"Tlalnepantla de Baz","15 Años",9683,4927,4756,"15 104"
"Tlalnepantla de Baz","16 Años",9198,4562,4636,"15 104"
"Tlalnepantla de Baz","17 Años",10073,5050,5023,"15 104"
"Tlalnepantla de Baz","18 Años",10825,5553,5272,"15 104"
"Tlalnepantla de Baz","19 Años",9630,4878,4752,"15 104"
"Tlalnepantla de Baz","20 Años",11433,5827,5606,"15 104"
"Tlalnepantla de Baz","21 Años",9275,4851,4424,"15 104"
"Tlalnepantla de Baz","22 Años",10799,5481,5318,"15 104"
"Tlalnepantla de Baz","23 Años",10034,5039,4995,"15 104"
"Tlalnepantla de Baz","24 Años",10082,5277,4805,"15 104"
"Tlatlaya","Total",31762,15626,16136,"15 105"
"Tlatlaya","3 Años",613,319,294,"15 105"
"Tlatlaya","4 Años",648,316,332,"15 105"
"Tlatlaya","5 Años",654,333,321,"15 105"
"Tlatlaya","6 Años",603,324,279,"15 105"
"Tlatlaya","7 Años",645,350,295,"15 105"
"Tlatlaya","8 Años",676,344,332,"15 105"
"Tlatlaya","9 Años",642,330,312,"15 105"
"Tlatlaya","10 Años",625,330,295,"15 105"
"Tlatlaya","11 Años",608,325,283,"15 105"
"Tlatlaya","12 Años",571,285,286,"15 105"
"Tlatlaya","13 Años",568,292,276,"15 105"
"Tlatlaya","14 Años",629,292,337,"15 105"
"Tlatlaya","15 Años",609,317,292,"15 105"
"Tlatlaya","16 Años",540,276,264,"15 105"
"Tlatlaya","17 Años",649,318,331,"15 105"
"Tlatlaya","18 Años",592,293,299,"15 105"
"Tlatlaya","19 Años",499,232,267,"15 105"
"Tlatlaya","20 Años",557,263,294,"15 105"
"Tlatlaya","21 Años",412,210,202,"15 105"
"Tlatlaya","22 Años",516,236,280,"15 105"
"Tlatlaya","23 Años",464,226,238,"15 105"
"Tlatlaya","24 Años",505,220,285,"15 105"
"Toluca","Total",910608,439173,471435,"15 106"
"Toluca","3 Años",14412,7218,7194,"15 106"
"Toluca","4 Años",14947,7592,7355,"15 106"
"Toluca","5 Años",15070,7737,7333,"15 106"
"Toluca","6 Años",13740,6914,6826,"15 106"
"Toluca","7 Años",14253,7190,7063,"15 106"
"Toluca","8 Años",15389,7989,7400,"15 106"
"Toluca","9 Años",14241,7151,7090,"15 106"
"Toluca","10 Años",16188,8183,8005,"15 106"
"Toluca","11 Años",14509,7325,7184,"15 106"
"Toluca","12 Años",16001,8134,7867,"15 106"
"Toluca","13 Años",15207,7706,7501,"15 106"
"Toluca","14 Años",15270,7671,7599,"15 106"
"Toluca","15 Años",15726,7956,7770,"15 106"
"Toluca","16 Años",14845,7487,7358,"15 106"
"Toluca","17 Años",15959,7986,7973,"15 106"
"Toluca","18 Años",16856,8619,8237,"15 106"
"Toluca","19 Años",14904,7390,7514,"15 106"
"Toluca","20 Años",17187,8558,8629,"15 106"
"Toluca","21 Años",14287,7175,7112,"15 106"
"Toluca","22 Años",15960,8040,7920,"15 106"
"Toluca","23 Años",14898,7402,7496,"15 106"
"Toluca","24 Años",14825,7226,7599,"15 106"
"Tonanitla","Total",14883,7253,7630,"15 125"
"Tonanitla","3 Años",245,105,140,"15 125"
"Tonanitla","4 Años",286,148,138,"15 125"
"Tonanitla","5 Años",289,128,161,"15 125"
"Tonanitla","6 Años",280,140,140,"15 125"
"Tonanitla","7 Años",246,121,125,"15 125"
"Tonanitla","8 Años",286,145,141,"15 125"
"Tonanitla","9 Años",268,137,131,"15 125"
"Tonanitla","10 Años",308,152,156,"15 125"
"Tonanitla","11 Años",264,135,129,"15 125"
"Tonanitla","12 Años",300,135,165,"15 125"
"Tonanitla","13 Años",275,141,134,"15 125"
"Tonanitla","14 Años",274,128,146,"15 125"
"Tonanitla","15 Años",274,154,120,"15 125"
"Tonanitla","16 Años",239,111,128,"15 125"
"Tonanitla","17 Años",215,104,111,"15 125"
"Tonanitla","18 Años",283,151,132,"15 125"
"Tonanitla","19 Años",236,118,118,"15 125"
"Tonanitla","20 Años",274,134,140,"15 125"
"Tonanitla","21 Años",238,123,115,"15 125"
"Tonanitla","22 Años",258,133,125,"15 125"
"Tonanitla","23 Años",226,101,125,"15 125"
"Tonanitla","24 Años",223,108,115,"15 125"
"Tonatico","Total",12912,6235,6677,"15 107"
"Tonatico","3 Años",209,109,100,"15 107"
"Tonatico","4 Años",230,99,131,"15 107"
"Tonatico","5 Años",224,108,116,"15 107"
"Tonatico","6 Años",211,103,108,"15 107"
"Tonatico","7 Años",210,99,111,"15 107"
"Tonatico","8 Años",237,121,116,"15 107"
"Tonatico","9 Años",210,107,103,"15 107"
"Tonatico","10 Años",254,134,120,"15 107"
"Tonatico","11 Años",221,107,114,"15 107"
"Tonatico","12 Años",201,100,101,"15 107"
"Tonatico","13 Años",219,100,119,"15 107"
"Tonatico","14 Años",213,110,103,"15 107"
"Tonatico","15 Años",232,120,112,"15 107"
"Tonatico","16 Años",199,102,97,"15 107"
"Tonatico","17 Años",229,109,120,"15 107"
"Tonatico","18 Años",211,106,105,"15 107"
"Tonatico","19 Años",222,110,112,"15 107"
"Tonatico","20 Años",235,121,114,"15 107"
"Tonatico","21 Años",164,79,85,"15 107"
"Tonatico","22 Años",210,105,105,"15 107"
"Tonatico","23 Años",210,116,94,"15 107"
"Tonatico","24 Años",199,91,108,"15 107"
"Tultepec","Total",157645,77132,80513,"15 108"
"Tultepec","3 Años",2466,1254,1212,"15 108"
"Tultepec","4 Años",2387,1160,1227,"15 108"
"Tultepec","5 Años",2484,1291,1193,"15 108"
"Tultepec","6 Años",2579,1314,1265,"15 108"
"Tultepec","7 Años",2523,1304,1219,"15 108"
"Tultepec","8 Años",2723,1458,1265,"15 108"
"Tultepec","9 Años",2512,1274,1238,"15 108"
"Tultepec","10 Años",2836,1445,1391,"15 108"
"Tultepec","11 Años",2596,1304,1292,"15 108"
"Tultepec","12 Años",2847,1440,1407,"15 108"
"Tultepec","13 Años",2654,1315,1339,"15 108"
"Tultepec","14 Años",2678,1342,1336,"15 108"
"Tultepec","15 Años",2812,1502,1310,"15 108"
"Tultepec","16 Años",2528,1303,1225,"15 108"
"Tultepec","17 Años",2752,1368,1384,"15 108"
"Tultepec","18 Años",2875,1462,1413,"15 108"
"Tultepec","19 Años",2581,1317,1264,"15 108"
"Tultepec","20 Años",2926,1483,1443,"15 108"
"Tultepec","21 Años",2401,1240,1161,"15 108"
"Tultepec","22 Años",2634,1279,1355,"15 108"
"Tultepec","23 Años",2453,1198,1255,"15 108"
"Tultepec","24 Años",2516,1235,1281,"15 108"
"Tultitlán","Total",516341,251638,264703,"15 109"
"Tultitlán","3 Años",7596,3823,3773,"15 109"
"Tultitlán","4 Años",7728,3921,3807,"15 109"
"Tultitlán","5 Años",8036,4050,3986,"15 109"
"Tultitlán","6 Años",7458,3791,3667,"15 109"
