"nom_mun","edad","pob_tot","pob_h","pob_m"
"Cocotitlán","3 Años",233,131,102
"Cocotitlán","4 Años",270,157,113
"Cocotitlán","5 Años",249,138,111
"Cocotitlán","6 Años",227,109,118
"Cocotitlán","7 Años",250,126,124
"Cocotitlán","8 Años",258,133,125
"Cocotitlán","9 Años",267,143,124
"Cocotitlán","10 Años",265,129,136
"Cocotitlán","11 Años",273,123,150
"Cocotitlán","12 Años",268,127,141
"Cocotitlán","13 Años",271,148,123
"Cocotitlán","14 Años",282,143,139
"Cocotitlán","15 Años",263,124,139
"Cocotitlán","16 Años",266,135,131
"Cocotitlán","17 Años",269,139,130
"Cocotitlán","18 Años",284,147,137
"Cocotitlán","19 Años",247,129,118
"Cocotitlán","20 Años",275,139,136
"Cocotitlán","21 Años",226,110,116
"Cocotitlán","22 Años",261,131,130
"Cocotitlán","23 Años",219,109,110
"Cocotitlán","24 Años",229,108,121
"Coyotepec","Total",40885,19992,20893
"Coyotepec","3 Años",753,390,363
"Coyotepec","4 Años",742,351,391
"Coyotepec","5 Años",694,353,341
"Coyotepec","6 Años",663,335,328
"Coyotepec","7 Años",708,356,352
"Coyotepec","8 Años",770,377,393
"Coyotepec","9 Años",717,364,353
"Coyotepec","10 Años",801,402,399
"Coyotepec","11 Años",754,408,346
"Coyotepec","12 Años",842,432,410
"Coyotepec","13 Años",756,395,361
"Coyotepec","14 Años",742,367,375
"Coyotepec","15 Años",782,396,386
"Coyotepec","16 Años",753,397,356
"Coyotepec","17 Años",818,406,412
"Coyotepec","18 Años",838,451,387
"Coyotepec","19 Años",691,354,337
"Coyotepec","20 Años",821,399,422
"Coyotepec","21 Años",595,280,315
"Coyotepec","22 Años",747,354,393
"Coyotepec","23 Años",651,311,340
"Coyotepec","24 Años",679,352,327
"Cuautitlán","Total",178847,87666,91181
"Cuautitlán","3 Años",2374,1194,1180
"Cuautitlán","4 Años",2479,1277,1202
"Cuautitlán","5 Años",2597,1319,1278
"Cuautitlán","6 Años",2599,1328,1271
"Cuautitlán","7 Años",2710,1368,1342
"Cuautitlán","8 Años",2882,1461,1421
"Cuautitlán","9 Años",2612,1278,1334
"Cuautitlán","10 Años",3074,1580,1494
"Cuautitlán","11 Años",2833,1408,1425
"Cuautitlán","12 Años",3036,1474,1562
"Cuautitlán","13 Años",2966,1490,1476
"Cuautitlán","14 Años",2986,1509,1477
"Cuautitlán","15 Años",3020,1521,1499
"Cuautitlán","16 Años",2922,1512,1410
"Cuautitlán","17 Años",3238,1647,1591
"Cuautitlán","18 Años",3431,1817,1614
"Cuautitlán","19 Años",2888,1470,1418
"Cuautitlán","20 Años",3335,1701,1634
"Cuautitlán","21 Años",2801,1478,1323
"Cuautitlán","22 Años",3077,1616,1461
"Cuautitlán","23 Años",2908,1498,1410
"Cuautitlán","24 Años",2820,1422,1398
"Cuautitlán Izcalli","Total",555163,268956,286207
"Cuautitlán Izcalli","3 Años",7368,3765,3603
"Cuautitlán Izcalli","4 Años",7727,3938,3789
"Cuautitlán Izcalli","5 Años",8057,4209,3848
"Cuautitlán Izcalli","6 Años",7186,3645,3541
"Cuautitlán Izcalli","7 Años",7308,3818,3490
"Cuautitlán Izcalli","8 Años",7832,4052,3780
"Cuautitlán Izcalli","9 Años",7494,3794,3700
"Cuautitlán Izcalli","10 Años",8530,4419,4111
"Cuautitlán Izcalli","11 Años",7909,4072,3837
"Cuautitlán Izcalli","12 Años",8558,4294,4264
"Cuautitlán Izcalli","13 Años",8297,4173,4124
"Cuautitlán Izcalli","14 Años",8368,4184,4184
"Cuautitlán Izcalli","15 Años",8706,4461,4245
"Cuautitlán Izcalli","16 Años",8401,4216,4185
"Cuautitlán Izcalli","17 Años",8864,4550,4314
"Cuautitlán Izcalli","18 Años",9401,4887,4514
"Cuautitlán Izcalli","19 Años",8284,4113,4171
"Cuautitlán Izcalli","20 Años",9322,4707,4615
"Cuautitlán Izcalli","21 Años",7960,4061,3899
"Cuautitlán Izcalli","22 Años",8698,4436,4262
"Cuautitlán Izcalli","23 Años",8245,4146,4099
"Cuautitlán Izcalli","24 Años",8269,4195,4074
"Donato Guerra","Total",37436,18391,19045
"Donato Guerra","3 Años",810,432,378
"Donato Guerra","4 Años",846,409,437
"Donato Guerra","5 Años",840,426,414
"Donato Guerra","6 Años",829,411,418
"Donato Guerra","7 Años",850,411,439
"Donato Guerra","8 Años",925,456,469
"Donato Guerra","9 Años",840,411,429
"Donato Guerra","10 Años",954,501,453
"Donato Guerra","11 Años",859,462,397
"Donato Guerra","12 Años",869,433,436
"Donato Guerra","13 Años",826,417,409
"Donato Guerra","14 Años",790,377,413
"Donato Guerra","15 Años",831,404,427
"Donato Guerra","16 Años",765,362,403
"Donato Guerra","17 Años",849,442,407
"Donato Guerra","18 Años",844,426,418
"Donato Guerra","19 Años",711,362,349
"Donato Guerra","20 Años",782,392,390
"Donato Guerra","21 Años",613,292,321
"Donato Guerra","22 Años",657,312,345
"Donato Guerra","23 Años",666,309,357
"Donato Guerra","24 Años",673,342,331
"Ecatepec de Morelos","Total",1645352,798549,846803
"Ecatepec de Morelos","3 Años",24548,12362,12186
"Ecatepec de Morelos","4 Años",25191,12702,12489
"Ecatepec de Morelos","5 Años",25529,13011,12518
"Ecatepec de Morelos","6 Años",22910,11611,11299
"Ecatepec de Morelos","7 Años",23973,12135,11838
"Ecatepec de Morelos","8 Años",24967,12883,12084
"Ecatepec de Morelos","9 Años",23050,11586,11464
"Ecatepec de Morelos","10 Años",25980,13303,12677
"Ecatepec de Morelos","11 Años",24225,12410,11815
"Ecatepec de Morelos","12 Años",26325,13372,12953
"Ecatepec de Morelos","13 Años",25413,12843,12570
"Ecatepec de Morelos","14 Años",25110,12543,12567
"Ecatepec de Morelos","15 Años",26605,13384,13221
"Ecatepec de Morelos","16 Años",24649,12471,12178
"Ecatepec de Morelos","17 Años",27213,13853,13360
"Ecatepec de Morelos","18 Años",29231,15091,14140
"Ecatepec de Morelos","19 Años",24715,12458,12257
"Ecatepec de Morelos","20 Años",30073,15145,14928
"Ecatepec de Morelos","21 Años",24629,12443,12186
"Ecatepec de Morelos","22 Años",28131,14139,13992
"Ecatepec de Morelos","23 Años",26371,13110,13261
"Ecatepec de Morelos","24 Años",26167,12866,13301
"Ecatzingo","Total",10827,5321,5506
"Ecatzingo","3 Años",219,109,110
"Ecatzingo","4 Años",229,115,114
"Ecatzingo","5 Años",223,116,107
"Ecatzingo","6 Años",216,111,105
"Ecatzingo","7 Años",230,113,117
"Ecatzingo","8 Años",216,116,100
"Ecatzingo","9 Años",187,103,84
"Ecatzingo","10 Años",249,131,118
"Ecatzingo","11 Años",189,100,89
"Ecatzingo","12 Años",215,109,106
"Ecatzingo","13 Años",222,106,116
"Ecatzingo","14 Años",200,97,103
"Ecatzingo","15 Años",220,125,95
"Ecatzingo","16 Años",194,92,102
"Ecatzingo","17 Años",210,101,109
"Ecatzingo","18 Años",237,105,132
"Ecatzingo","19 Años",181,92,89
"Ecatzingo","20 Años",240,116,124
"Ecatzingo","21 Años",199,97,102
"Ecatzingo","22 Años",215,109,106
"Ecatzingo","23 Años",194,83,111
"Ecatzingo","24 Años",216,120,96
"El Oro","Total",36937,17918,19019
"El Oro","3 Años",672,332,340
"El Oro","4 Años",698,359,339
"El Oro","5 Años",693,341,352
"El Oro","6 Años",677,327,350
"El Oro","7 Años",723,365,358
"El Oro","8 Años",774,413,361
"El Oro","9 Años",717,372,345
"El Oro","10 Años",820,422,398
"El Oro","11 Años",730,330,400
"El Oro","12 Años",735,362,373
"El Oro","13 Años",753,373,380
"El Oro","14 Años",744,372,372
"El Oro","15 Años",756,391,365
"El Oro","16 Años",740,342,398
"El Oro","17 Años",772,382,390
"El Oro","18 Años",775,379,396
"El Oro","19 Años",587,294,293
"El Oro","20 Años",726,360,366
"El Oro","21 Años",573,295,278
"El Oro","22 Años",662,368,294
"El Oro","23 Años",581,310,271
"El Oro","24 Años",617,285,332
"Huehuetoca","Total",163244,80016,83228
"Huehuetoca","3 Años",2791,1405,1386
"Huehuetoca","4 Años",2852,1477,1375
"Huehuetoca","5 Años",3004,1541,1463
"Huehuetoca","6 Años",3053,1546,1507
"Huehuetoca","7 Años",3190,1658,1532
"Huehuetoca","8 Años",3442,1789,1653
"Huehuetoca","9 Años",3163,1529,1634
"Huehuetoca","10 Años",3582,1877,1705
"Huehuetoca","11 Años",3389,1768,1621
"Huehuetoca","12 Años",3618,1825,1793
"Huehuetoca","13 Años",3425,1761,1664
"Huehuetoca","14 Años",3379,1709,1670
"Huehuetoca","15 Años",3333,1732,1601
"Huehuetoca","16 Años",3068,1528,1540
"Huehuetoca","17 Años",3172,1648,1524
"Huehuetoca","18 Años",3328,1689,1639
"Huehuetoca","19 Años",2800,1395,1405
"Huehuetoca","20 Años",2980,1510,1470
"Huehuetoca","21 Años",2524,1242,1282
"Huehuetoca","22 Años",2652,1312,1340
"Huehuetoca","23 Años",2495,1223,1272
"Huehuetoca","24 Años",2470,1155,1315
"Hueypoxtla","Total",46757,23108,23649
"Hueypoxtla","3 Años",797,368,429
"Hueypoxtla","4 Años",845,410,435
"Hueypoxtla","5 Años",809,418,391
"Hueypoxtla","6 Años",753,407,346
"Hueypoxtla","7 Años",856,458,398
"Hueypoxtla","8 Años",878,448,430
"Hueypoxtla","9 Años",852,437,415
"Hueypoxtla","10 Años",968,473,495
"Hueypoxtla","11 Años",887,460,427
"Hueypoxtla","12 Años",952,492,460
"Hueypoxtla","13 Años",920,486,434
"Hueypoxtla","14 Años",942,476,466
"Hueypoxtla","15 Años",905,468,437
"Hueypoxtla","16 Años",841,418,423
"Hueypoxtla","17 Años",873,469,404
"Hueypoxtla","18 Años",922,457,465
"Hueypoxtla","19 Años",746,404,342
"Hueypoxtla","20 Años",843,426,417
"Hueypoxtla","21 Años",684,339,345
"Hueypoxtla","22 Años",724,359,365
"Hueypoxtla","23 Años",712,360,352
"Hueypoxtla","24 Años",770,373,397
"Huixquilucan","Total",284965,136466,148499
"Huixquilucan","3 Años",4387,2203,2184
"Huixquilucan","4 Años",4473,2234,2239
"Huixquilucan","5 Años",4529,2335,2194
"Huixquilucan","6 Años",3996,2023,1973
"Huixquilucan","7 Años",4059,2035,2024
"Huixquilucan","8 Años",4272,2197,2075
"Huixquilucan","9 Años",4082,2110,1972
"Huixquilucan","10 Años",4805,2480,2325
"Huixquilucan","11 Años",4204,2118,2086
"Huixquilucan","12 Años",4721,2403,2318
"Huixquilucan","13 Años",4239,2086,2153
"Huixquilucan","14 Años",4269,2124,2145
"Huixquilucan","15 Años",4647,2299,2348
"Huixquilucan","16 Años",4210,2094,2116
"Huixquilucan","17 Años",4712,2363,2349
"Huixquilucan","18 Años",5050,2614,2436
"Huixquilucan","19 Años",4405,2160,2245
"Huixquilucan","20 Años",5348,2522,2826
"Huixquilucan","21 Años",4328,2113,2215
"Huixquilucan","22 Años",4969,2374,2595
"Huixquilucan","23 Años",4709,2197,2512
"Huixquilucan","24 Años",4577,2174,2403
"Isidro Fabela","Total",11929,5817,6112
"Isidro Fabela","3 Años",189,91,98
"Isidro Fabela","4 Años",224,114,110
"Isidro Fabela","5 Años",241,123,118
"Isidro Fabela","6 Años",203,90,113
"Isidro Fabela","7 Años",203,102,101
"Isidro Fabela","8 Años",248,125,123
"Isidro Fabela","9 Años",193,105,88
"Isidro Fabela","10 Años",222,121,101
"Isidro Fabela","11 Años",204,120,84
"Isidro Fabela","12 Años",222,118,104
"Isidro Fabela","13 Años",213,96,117
"Isidro Fabela","14 Años",227,114,113
"Isidro Fabela","15 Años",231,124,107
"Isidro Fabela","16 Años",239,120,119
"Isidro Fabela","17 Años",240,112,128
"Isidro Fabela","18 Años",276,129,147
"Isidro Fabela","19 Años",194,99,95
"Isidro Fabela","20 Años",247,113,134
"Isidro Fabela","21 Años",183,86,97
"Isidro Fabela","22 Años",218,98,120
"Isidro Fabela","23 Años",195,101,94
"Isidro Fabela","24 Años",198,95,103
"Ixtapaluca","Total",542211,263083,279128
"Ixtapaluca","3 Años",8383,4236,4147
"Ixtapaluca","4 Años",8648,4374,4274
"Ixtapaluca","5 Años",8513,4250,4263
"Ixtapaluca","6 Años",8299,4119,4180
"Ixtapaluca","7 Años",8672,4397,4275
"Ixtapaluca","8 Años",9026,4630,4396
"Ixtapaluca","9 Años",8498,4315,4183
"Ixtapaluca","10 Años",9949,5199,4750
"Ixtapaluca","11 Años",8889,4505,4384
"Ixtapaluca","12 Años",9642,4854,4788
"Ixtapaluca","13 Años",9386,4801,4585
"Ixtapaluca","14 Años",9595,4837,4758
"Ixtapaluca","15 Años",9899,5034,4865
"Ixtapaluca","16 Años",9672,5051,4621
"Ixtapaluca","17 Años",10071,5147,4924
"Ixtapaluca","18 Años",10738,5520,5218
"Ixtapaluca","19 Años",9225,4584,4641
"Ixtapaluca","20 Años",10846,5340,5506
"Ixtapaluca","21 Años",9141,4592,4549
"Ixtapaluca","22 Años",10277,5124,5153
"Ixtapaluca","23 Años",9418,4602,4816
"Ixtapaluca","24 Años",9435,4598,4837
"Ixtapan de la Sal","Total",36911,17676,19235
"Ixtapan de la Sal","3 Años",695,360,335
"Ixtapan de la Sal","4 Años",689,339,350
"Ixtapan de la Sal","5 Años",687,357,330
"Ixtapan de la Sal","6 Años",680,344,336
"Ixtapan de la Sal","7 Años",735,364,371
"Ixtapan de la Sal","8 Años",711,376,335
"Ixtapan de la Sal","9 Años",681,347,334
"Ixtapan de la Sal","10 Años",727,400,327
"Ixtapan de la Sal","11 Años",700,316,384
"Ixtapan de la Sal","12 Años",701,344,357
"Ixtapan de la Sal","13 Años",721,367,354
"Ixtapan de la Sal","14 Años",731,373,358
"Ixtapan de la Sal","15 Años",732,355,377
"Ixtapan de la Sal","16 Años",630,306,324
"Ixtapan de la Sal","17 Años",730,368,362
"Ixtapan de la Sal","18 Años",706,350,356
"Ixtapan de la Sal","19 Años",647,333,314
"Ixtapan de la Sal","20 Años",713,361,352
"Ixtapan de la Sal","21 Años",651,319,332
"Ixtapan de la Sal","22 Años",660,309,351
"Ixtapan de la Sal","23 Años",589,300,289
"Ixtapan de la Sal","24 Años",608,302,306
"Ixtapan del Oro","Total",6475,3215,3260
"Ixtapan del Oro","3 Años",139,73,66
"Ixtapan del Oro","4 Años",138,72,66
"Ixtapan del Oro","5 Años",139,72,67
"Ixtapan del Oro","6 Años",133,62,71
"Ixtapan del Oro","7 Años",153,79,74
"Ixtapan del Oro","8 Años",142,72,70
"Ixtapan del Oro","9 Años",143,71,72
"Ixtapan del Oro","10 Años",126,63,63
"Ixtapan del Oro","11 Años",142,73,69
"Ixtapan del Oro","12 Años",147,66,81
"Ixtapan del Oro","13 Años",140,72,68
"Ixtapan del Oro","14 Años",152,64,88
"Ixtapan del Oro","15 Años",126,66,60
"Ixtapan del Oro","16 Años",130,67,63
"Ixtapan del Oro","17 Años",137,62,75
"Ixtapan del Oro","18 Años",122,74,48
"Ixtapan del Oro","19 Años",108,57,51
"Ixtapan del Oro","20 Años",105,48,57
"Ixtapan del Oro","21 Años",102,48,54
"Ixtapan del Oro","22 Años",90,48,42
"Ixtapan del Oro","23 Años",80,41,39
"Ixtapan del Oro","24 Años",108,49,59
"Ixtlahuaca","Total",160139,76775,83364
"Ixtlahuaca","3 Años",2953,1446,1507
"Ixtlahuaca","4 Años",3040,1574,1466
"Ixtlahuaca","5 Años",2988,1494,1494
"Ixtlahuaca","6 Años",2940,1457,1483
"Ixtlahuaca","7 Años",2931,1436,1495
"Ixtlahuaca","8 Años",3157,1591,1566
"Ixtlahuaca","9 Años",2871,1407,1464
"Ixtlahuaca","10 Años",3224,1642,1582
"Ixtlahuaca","11 Años",2969,1503,1466
"Ixtlahuaca","12 Años",3218,1639,1579
"Ixtlahuaca","13 Años",3154,1584,1570
"Ixtlahuaca","14 Años",3090,1549,1541
"Ixtlahuaca","15 Años",3261,1623,1638
"Ixtlahuaca","16 Años",2915,1491,1424
"Ixtlahuaca","17 Años",3155,1662,1493
"Ixtlahuaca","18 Años",3160,1580,1580
"Ixtlahuaca","19 Años",2736,1338,1398
"Ixtlahuaca","20 Años",3134,1565,1569
"Ixtlahuaca","21 Años",2574,1309,1265
"Ixtlahuaca","22 Años",2839,1409,1430
"Ixtlahuaca","23 Años",2587,1291,1296
"Ixtlahuaca","24 Años",2701,1273,1428
"Jaltenco","Total",28217,13645,14572
"Jaltenco","3 Años",435,213,222
"Jaltenco","4 Años",443,212,231
"Jaltenco","5 Años",488,261,227
"Jaltenco","6 Años",409,217,192
"Jaltenco","7 Años",445,214,231
"Jaltenco","8 Años",452,239,213
"Jaltenco","9 Años",446,249,197
"Jaltenco","10 Años",491,254,237
"Jaltenco","11 Años",461,240,221
"Jaltenco","12 Años",506,258,248
"Jaltenco","13 Años",503,265,238
"Jaltenco","14 Años",495,252,243
"Jaltenco","15 Años",483,252,231
"Jaltenco","16 Años",466,228,238
"Jaltenco","17 Años",494,234,260
"Jaltenco","18 Años",473,247,226
"Jaltenco","19 Años",479,271,208
"Jaltenco","20 Años",549,280,269
"Jaltenco","21 Años",447,216,231
"Jaltenco","22 Años",433,209,224
"Jaltenco","23 Años",404,194,210
"Jaltenco","24 Años",475,235,240
"Jilotepec","Total",87671,42810,44861
"Jilotepec","3 Años",1585,813,772
"Jilotepec","4 Años",1603,835,768
"Jilotepec","5 Años",1517,758,759
"Jilotepec","6 Años",1447,739,708
"Jilotepec","7 Años",1452,719,733
"Jilotepec","8 Años",1582,829,753
"Jilotepec","9 Años",1439,752,687
"Jilotepec","10 Años",1636,805,831
"Jilotepec","11 Años",1544,791,753
"Jilotepec","12 Años",1637,804,833
"Jilotepec","13 Años",1602,809,793
"Jilotepec","14 Años",1642,831,811
"Jilotepec","15 Años",1623,803,820
"Jilotepec","16 Años",1565,810,755
"Jilotepec","17 Años",1766,903,863
"Jilotepec","18 Años",1619,819,800
"Jilotepec","19 Años",1485,713,772
"Jilotepec","20 Años",1649,830,819
"Jilotepec","21 Años",1311,667,644
"Jilotepec","22 Años",1642,791,851
"Jilotepec","23 Años",1423,713,710
"Jilotepec","24 Años",1514,708,806
"Jilotzingo","Total",19877,9719,10158
"Jilotzingo","3 Años",364,195,169
"Jilotzingo","4 Años",344,185,159
"Jilotzingo","5 Años",334,163,171
"Jilotzingo","6 Años",295,142,153
"Jilotzingo","7 Años",321,148,173
"Jilotzingo","8 Años",381,206,175
"Jilotzingo","9 Años",361,191,170
"Jilotzingo","10 Años",424,212,212
"Jilotzingo","11 Años",323,171,152
"Jilotzingo","12 Años",380,182,198
"Jilotzingo","13 Años",362,186,176
"Jilotzingo","14 Años",334,160,174
"Jilotzingo","15 Años",376,206,170
"Jilotzingo","16 Años",357,162,195
"Jilotzingo","17 Años",386,176,210
"Jilotzingo","18 Años",372,182,190
"Jilotzingo","19 Años",345,173,172
"Jilotzingo","20 Años",378,196,182
"Jilotzingo","21 Años",338,164,174
"Jilotzingo","22 Años",306,168,138
"Jilotzingo","23 Años",278,129,149
"Jilotzingo","24 Años",317,155,162
"Jiquipilco","Total",76826,36464,40362
"Jiquipilco","3 Años",1542,801,741
"Jiquipilco","4 Años",1578,747,831
"Jiquipilco","5 Años",1564,803,761
"Jiquipilco","6 Años",1539,793,746
"Jiquipilco","7 Años",1572,763,809
"Jiquipilco","8 Años",1576,816,760
"Jiquipilco","9 Años",1517,768,749
"Jiquipilco","10 Años",1675,815,860
"Jiquipilco","11 Años",1542,778,764
"Jiquipilco","12 Años",1636,790,846
"Jiquipilco","13 Años",1563,753,810
"Jiquipilco","14 Años",1646,795,851
"Jiquipilco","15 Años",1646,851,795
"Jiquipilco","16 Años",1520,772,748
"Jiquipilco","17 Años",1567,754,813
"Jiquipilco","18 Años",1612,793,819
"Jiquipilco","19 Años",1370,658,712
"Jiquipilco","20 Años",1486,725,761
"Jiquipilco","21 Años",1178,558,620
"Jiquipilco","22 Años",1277,598,679
"Jiquipilco","23 Años",1258,606,652
"Jiquipilco","24 Años",1254,616,638
"Jocotitlán","Total",69264,33245,36019
"Jocotitlán","3 Años",1174,598,576
"Jocotitlán","4 Años",1195,603,592
"Jocotitlán","5 Años",1221,607,614
"Jocotitlán","6 Años",1247,637,610
"Jocotitlán","7 Años",1252,622,630
"Jocotitlán","8 Años",1227,595,632
"Jocotitlán","9 Años",1260,606,654
"Jocotitlán","10 Años",1382,711,671
"Jocotitlán","11 Años",1262,633,629
"Jocotitlán","12 Años",1349,679,670
"Jocotitlán","13 Años",1277,657,620
"Jocotitlán","14 Años",1345,683,662
"Jocotitlán","15 Años",1302,668,634
"Jocotitlán","16 Años",1269,631,638
"Jocotitlán","17 Años",1313,643,670
"Jocotitlán","18 Años",1450,697,753
"Jocotitlán","19 Años",1116,535,581
"Jocotitlán","20 Años",1343,656,687
"Jocotitlán","21 Años",1016,508,508
"Jocotitlán","22 Años",1238,608,630
"Jocotitlán","23 Años",1096,543,553
"Jocotitlán","24 Años",1096,544,552
"Joquicingo","Total",15428,7543,7885
"Joquicingo","3 Años",280,142,138
"Joquicingo","4 Años",334,161,173
"Joquicingo","5 Años",307,161,146
"Joquicingo","6 Años",314,157,157
"Joquicingo","7 Años",349,197,152
"Joquicingo","8 Años",314,164,150
"Joquicingo","9 Años",328,168,160
"Joquicingo","10 Años",332,177,155
"Joquicingo","11 Años",311,160,151
"Joquicingo","12 Años",308,150,158
"Joquicingo","13 Años",302,151,151
"Joquicingo","14 Años",275,134,141
"Joquicingo","15 Años",285,148,137
"Joquicingo","16 Años",279,140,139
"Joquicingo","17 Años",277,147,130
"Joquicingo","18 Años",298,157,141
"Joquicingo","19 Años",247,115,132
"Joquicingo","20 Años",269,148,121
"Joquicingo","21 Años",217,120,97
"Joquicingo","22 Años",229,101,128
"Joquicingo","23 Años",223,104,119
"Joquicingo","24 Años",230,120,110
"Juchitepec","Total",27116,13143,13973
"Juchitepec","3 Años",531,265,266
"Juchitepec","4 Años",505,267,238
"Juchitepec","5 Años",494,252,242
"Juchitepec","6 Años",481,250,231
"Juchitepec","7 Años",500,238,262
"Juchitepec","8 Años",537,279,258
"Juchitepec","9 Años",511,244,267
"Juchitepec","10 Años",487,237,250
"Juchitepec","11 Años",479,225,254
"Juchitepec","12 Años",491,243,248
"Juchitepec","13 Años",504,249,255
"Juchitepec","14 Años",453,224,229
"Juchitepec","15 Años",535,270,265
"Juchitepec","16 Años",460,220,240
"Juchitepec","17 Años",489,273,216
"Juchitepec","18 Años",504,254,250
"Juchitepec","19 Años",449,245,204
"Juchitepec","20 Años",517,235,282
"Juchitepec","21 Años",409,195,214
"Juchitepec","22 Años",506,244,262
"Juchitepec","23 Años",438,244,194
"Juchitepec","24 Años",474,246,228
"La Paz","Total",304088,148202,155886
"La Paz","3 Años",5508,2801,2707
"La Paz","4 Años",5566,2791,2775
"La Paz","5 Años",5572,2798,2774
"La Paz","6 Años",5089,2564,2525
"La Paz","7 Años",5107,2625,2482
"La Paz","8 Años",5408,2755,2653
"La Paz","9 Años",5175,2611,2564
"La Paz","10 Años",5691,2905,2786
"La Paz","11 Años",5107,2629,2478
"La Paz","12 Años",5486,2828,2658
"La Paz","13 Años",5200,2624,2576
"La Paz","14 Años",5353,2759,2594
"La Paz","15 Años",5424,2761,2663
"La Paz","16 Años",5144,2627,2517
"La Paz","17 Años",5738,2895,2843
"La Paz","18 Años",5938,3107,2831
"La Paz","19 Años",5130,2570,2560
"La Paz","20 Años",5860,2901,2959
"La Paz","21 Años",4711,2329,2382
"La Paz","22 Años",5484,2812,2672
"La Paz","23 Años",5217,2606,2611
"La Paz","24 Años",5504,2708,2796
"Lerma","Total",170327,83968,86359
"Lerma","3 Años",2770,1412,1358
"Lerma","4 Años",2792,1397,1395
"Lerma","5 Años",2861,1452,1409
"Lerma","6 Años",2942,1533,1409
"Lerma","7 Años",2990,1473,1517
"Lerma","8 Años",3145,1571,1574
"Lerma","9 Años",3038,1516,1522
"Lerma","10 Años",3363,1741,1622
"Lerma","11 Años",3060,1577,1483
"Lerma","12 Años",3147,1597,1550
"Lerma","13 Años",2968,1493,1475
"Lerma","14 Años",3043,1525,1518
"Lerma","15 Años",3144,1601,1543
"Lerma","16 Años",3024,1517,1507
"Lerma","17 Años",3210,1661,1549
"Lerma","18 Años",3311,1710,1601
"Lerma","19 Años",2800,1404,1396
"Lerma","20 Años",3298,1718,1580
"Lerma","21 Años",2525,1290,1235
"Lerma","22 Años",2855,1414,1441
"Lerma","23 Años",2684,1351,1333
"Lerma","24 Años",2790,1374,1416
"Luvianos","Total",28822,14087,14735
"Luvianos","3 Años",647,343,304
"Luvianos","4 Años",634,328,306
"Luvianos","5 Años",614,297,317
"Luvianos","6 Años",590,315,275
"Luvianos","7 Años",608,308,300
"Luvianos","8 Años",714,369,345
"Luvianos","9 Años",624,313,311
"Luvianos","10 Años",696,367,329
"Luvianos","11 Años",611,339,272
"Luvianos","12 Años",625,316,309
"Luvianos","13 Años",550,276,274
"Luvianos","14 Años",567,299,268
"Luvianos","15 Años",641,315,326
"Luvianos","16 Años",560,278,282
"Luvianos","17 Años",586,278,308
"Luvianos","18 Años",579,275,304
"Luvianos","19 Años",485,222,263
"Luvianos","20 Años",512,234,278
"Luvianos","21 Años",440,189,251
"Luvianos","22 Años",495,220,275
"Luvianos","23 Años",472,207,265
"Luvianos","24 Años",402,171,231
"Malinalco","Total",28155,13833,14322
"Malinalco","3 Años",563,276,287
"Malinalco","4 Años",512,264,248
"Malinalco","5 Años",480,245,235
"Malinalco","6 Años",446,230,216
"Malinalco","7 Años",529,291,238
"Malinalco","8 Años",595,276,319
"Malinalco","9 Años",523,258,265
"Malinalco","10 Años",621,293,328
"Malinalco","11 Años",531,281,250
"Malinalco","12 Años",530,275,255
"Malinalco","13 Años",563,280,283
"Malinalco","14 Años",538,282,256
"Malinalco","15 Años",566,272,294
"Malinalco","16 Años",505,267,238
"Malinalco","17 Años",525,265,260
"Malinalco","18 Años",538,272,266
"Malinalco","19 Años",479,231,248
"Malinalco","20 Años",553,281,272
"Malinalco","21 Años",405,200,205
"Malinalco","22 Años",420,202,218
"Malinalco","23 Años",443,214,229
"Malinalco","24 Años",450,223,227
"Melchor Ocampo","Total",61220,29907,31313
"Melchor Ocampo","3 Años",1079,534,545
"Melchor Ocampo","4 Años",1014,533,481
"Melchor Ocampo","5 Años",1009,513,496
"Melchor Ocampo","6 Años",998,511,487
"Melchor Ocampo","7 Años",1033,506,527
"Melchor Ocampo","8 Años",1154,592,562
"Melchor Ocampo","9 Años",992,491,501
"Melchor Ocampo","10 Años",1168,591,577
"Melchor Ocampo","11 Años",1065,534,531
"Melchor Ocampo","12 Años",1157,589,568
"Melchor Ocampo","13 Años",1107,572,535
"Melchor Ocampo","14 Años",1105,566,539
"Melchor Ocampo","15 Años",1135,562,573
"Melchor Ocampo","16 Años",1083,560,523
"Melchor Ocampo","17 Años",1172,601,571
"Melchor Ocampo","18 Años",1259,642,617
"Melchor Ocampo","19 Años",999,506,493
"Melchor Ocampo","20 Años",1178,564,614
"Melchor Ocampo","21 Años",1007,508,499
"Melchor Ocampo","22 Años",1083,550,533
"Melchor Ocampo","23 Años",934,465,469
"Melchor Ocampo","24 Años",993,469,524
"Metepec","Total",242307,115997,126310
"Metepec","3 Años",3316,1692,1624
"Metepec","4 Años",3462,1765,1697
"Metepec","5 Años",3303,1674,1629
"Metepec","6 Años",3179,1585,1594
"Metepec","7 Años",3236,1605,1631
"Metepec","8 Años",3482,1797,1685
"Metepec","9 Años",3324,1730,1594
"Metepec","10 Años",3804,1942,1862
"Metepec","11 Años",3520,1751,1769
"Metepec","12 Años",3873,1950,1923
"Metepec","13 Años",3674,1840,1834
"Metepec","14 Años",3685,1866,1819
"Metepec","15 Años",3915,2065,1850
