"nom_mun","edad","pob_tot","pob_h","pob_m"
"Temascalapa","10 Años",874,444,430
"Temascalapa","11 Años",832,424,408
"Temascalapa","12 Años",832,414,418
"Temascalapa","13 Años",825,409,416
"Temascalapa","14 Años",843,427,416
"Temascalapa","15 Años",911,475,436
"Temascalapa","16 Años",838,434,404
"Temascalapa","17 Años",792,406,386
"Temascalapa","18 Años",887,447,440
"Temascalapa","19 Años",755,368,387
"Temascalapa","20 Años",762,382,380
"Temascalapa","21 Años",684,346,338
"Temascalapa","22 Años",701,353,348
"Temascalapa","23 Años",690,343,347
"Temascalapa","24 Años",704,331,373
"Temascalcingo","Total",66414,31897,34517
"Temascalcingo","3 Años",1336,688,648
"Temascalcingo","4 Años",1275,658,617
"Temascalcingo","5 Años",1234,629,605
"Temascalcingo","6 Años",1212,611,601
"Temascalcingo","7 Años",1251,653,598
"Temascalcingo","8 Años",1318,657,661
"Temascalcingo","9 Años",1279,648,631
"Temascalcingo","10 Años",1344,661,683
"Temascalcingo","11 Años",1221,640,581
"Temascalcingo","12 Años",1262,673,589
"Temascalcingo","13 Años",1376,689,687
"Temascalcingo","14 Años",1279,638,641
"Temascalcingo","15 Años",1364,677,687
"Temascalcingo","16 Años",1299,658,641
"Temascalcingo","17 Años",1376,695,681
"Temascalcingo","18 Años",1349,669,680
"Temascalcingo","19 Años",1064,555,509
"Temascalcingo","20 Años",1210,582,628
"Temascalcingo","21 Años",980,468,512
"Temascalcingo","22 Años",1153,581,572
"Temascalcingo","23 Años",1018,474,544
"Temascalcingo","24 Años",1086,520,566
"Temascaltepec","Total",35014,17189,17825
"Temascaltepec","3 Años",808,411,397
"Temascaltepec","4 Años",746,389,357
"Temascaltepec","5 Años",733,402,331
"Temascaltepec","6 Años",719,363,356
"Temascaltepec","7 Años",758,369,389
"Temascaltepec","8 Años",759,387,372
"Temascaltepec","9 Años",756,372,384
"Temascaltepec","10 Años",782,404,378
"Temascaltepec","11 Años",767,376,391
"Temascaltepec","12 Años",767,370,397
"Temascaltepec","13 Años",726,341,385
"Temascaltepec","14 Años",734,371,363
"Temascaltepec","15 Años",678,349,329
"Temascaltepec","16 Años",692,352,340
"Temascaltepec","17 Años",701,372,329
"Temascaltepec","18 Años",717,364,353
"Temascaltepec","19 Años",629,333,296
"Temascaltepec","20 Años",602,287,315
"Temascaltepec","21 Años",553,259,294
"Temascaltepec","22 Años",576,280,296
"Temascaltepec","23 Años",599,291,308
"Temascaltepec","24 Años",563,259,304
"Temoaya","Total",105766,51532,54234
"Temoaya","3 Años",2071,1020,1051
"Temoaya","4 Años",2117,1071,1046
"Temoaya","5 Años",2090,1033,1057
"Temoaya","6 Años",2070,1038,1032
"Temoaya","7 Años",2050,1014,1036
"Temoaya","8 Años",2271,1101,1170
"Temoaya","9 Años",2168,1088,1080
"Temoaya","10 Años",2417,1254,1163
"Temoaya","11 Años",2144,1098,1046
"Temoaya","12 Años",2387,1204,1183
"Temoaya","13 Años",2283,1140,1143
"Temoaya","14 Años",2299,1151,1148
"Temoaya","15 Años",2162,1138,1024
"Temoaya","16 Años",2120,1082,1038
"Temoaya","17 Años",2148,1107,1041
"Temoaya","18 Años",2121,1056,1065
"Temoaya","19 Años",1880,960,920
"Temoaya","20 Años",2141,1051,1090
"Temoaya","21 Años",1652,813,839
"Temoaya","22 Años",1907,972,935
"Temoaya","23 Años",1705,826,879
"Temoaya","24 Años",1740,874,866
"Tenancingo","Total",104677,51227,53450
"Tenancingo","3 Años",1912,958,954
"Tenancingo","4 Años",1885,986,899
"Tenancingo","5 Años",1914,974,940
"Tenancingo","6 Años",1933,978,955
"Tenancingo","7 Años",1917,949,968
"Tenancingo","8 Años",2150,1128,1022
"Tenancingo","9 Años",2150,1100,1050
"Tenancingo","10 Años",2165,1095,1070
"Tenancingo","11 Años",2064,1053,1011
"Tenancingo","12 Años",2099,1065,1034
"Tenancingo","13 Años",1880,972,908
"Tenancingo","14 Años",1998,1032,966
"Tenancingo","15 Años",2012,1020,992
"Tenancingo","16 Años",1956,1001,955
"Tenancingo","17 Años",1992,1059,933
"Tenancingo","18 Años",2043,1048,995
"Tenancingo","19 Años",1816,918,898
"Tenancingo","20 Años",2017,1013,1004
"Tenancingo","21 Años",1570,752,818
"Tenancingo","22 Años",1754,847,907
"Tenancingo","23 Años",1659,836,823
"Tenancingo","24 Años",1639,826,813
"Tenango del Aire","Total",11359,5552,5807
"Tenango del Aire","3 Años",173,77,96
"Tenango del Aire","4 Años",185,106,79
"Tenango del Aire","5 Años",222,103,119
"Tenango del Aire","6 Años",202,93,109
"Tenango del Aire","7 Años",194,94,100
"Tenango del Aire","8 Años",211,106,105
"Tenango del Aire","9 Años",208,107,101
"Tenango del Aire","10 Años",213,116,97
"Tenango del Aire","11 Años",180,104,76
"Tenango del Aire","12 Años",197,109,88
"Tenango del Aire","13 Años",200,89,111
"Tenango del Aire","14 Años",222,122,100
"Tenango del Aire","15 Años",200,104,96
"Tenango del Aire","16 Años",203,94,109
"Tenango del Aire","17 Años",178,92,86
"Tenango del Aire","18 Años",206,104,102
"Tenango del Aire","19 Años",200,108,92
"Tenango del Aire","20 Años",207,112,95
"Tenango del Aire","21 Años",175,85,90
"Tenango del Aire","22 Años",205,118,87
"Tenango del Aire","23 Años",183,94,89
"Tenango del Aire","24 Años",168,79,89
"Tenango del Valle","Total",90518,44490,46028
"Tenango del Valle","3 Años",1703,859,844
"Tenango del Valle","4 Años",1754,902,852
"Tenango del Valle","5 Años",1683,880,803
"Tenango del Valle","6 Años",1609,814,795
"Tenango del Valle","7 Años",1716,830,886
"Tenango del Valle","8 Años",1868,991,877
"Tenango del Valle","9 Años",1755,882,873
"Tenango del Valle","10 Años",1921,986,935
"Tenango del Valle","11 Años",1626,841,785
"Tenango del Valle","12 Años",1765,897,868
"Tenango del Valle","13 Años",1633,821,812
"Tenango del Valle","14 Años",1632,840,792
"Tenango del Valle","15 Años",1710,841,869
"Tenango del Valle","16 Años",1639,857,782
"Tenango del Valle","17 Años",1696,852,844
"Tenango del Valle","18 Años",1748,883,865
"Tenango del Valle","19 Años",1508,772,736
"Tenango del Valle","20 Años",1736,841,895
"Tenango del Valle","21 Años",1453,715,738
"Tenango del Valle","22 Años",1664,857,807
"Tenango del Valle","23 Años",1517,728,789
"Tenango del Valle","24 Años",1544,764,780
"Teoloyucan","Total",65459,31939,33520
"Teoloyucan","3 Años",1132,566,566
"Teoloyucan","4 Años",1134,552,582
"Teoloyucan","5 Años",1224,600,624
"Teoloyucan","6 Años",1153,593,560
"Teoloyucan","7 Años",1097,556,541
"Teoloyucan","8 Años",1109,599,510
"Teoloyucan","9 Años",1077,548,529
"Teoloyucan","10 Años",1297,676,621
"Teoloyucan","11 Años",1106,563,543
"Teoloyucan","12 Años",1308,651,657
"Teoloyucan","13 Años",1146,590,556
"Teoloyucan","14 Años",1158,589,569
"Teoloyucan","15 Años",1190,605,585
"Teoloyucan","16 Años",1137,573,564
"Teoloyucan","17 Años",1210,614,596
"Teoloyucan","18 Años",1317,688,629
"Teoloyucan","19 Años",1119,537,582
"Teoloyucan","20 Años",1343,678,665
"Teoloyucan","21 Años",1009,509,500
"Teoloyucan","22 Años",1117,595,522
"Teoloyucan","23 Años",1042,509,533
"Teoloyucan","24 Años",1044,529,515
"Teotihuacán","Total",58507,28195,30312
"Teotihuacán","3 Años",950,470,480
"Teotihuacán","4 Años",968,486,482
"Teotihuacán","5 Años",932,471,461
"Teotihuacán","6 Años",920,475,445
"Teotihuacán","7 Años",898,459,439
"Teotihuacán","8 Años",976,485,491
"Teotihuacán","9 Años",958,487,471
"Teotihuacán","10 Años",1046,531,515
"Teotihuacán","11 Años",957,480,477
"Teotihuacán","12 Años",1047,532,515
"Teotihuacán","13 Años",1083,511,572
"Teotihuacán","14 Años",1083,554,529
"Teotihuacán","15 Años",1047,564,483
"Teotihuacán","16 Años",986,538,448
"Teotihuacán","17 Años",1052,561,491
"Teotihuacán","18 Años",1079,539,540
"Teotihuacán","19 Años",997,478,519
"Teotihuacán","20 Años",1073,558,515
"Teotihuacán","21 Años",880,440,440
"Teotihuacán","22 Años",973,458,515
"Teotihuacán","23 Años",821,388,433
"Teotihuacán","24 Años",889,448,441
"Tepetlaoxtoc","Total",32564,15906,16658
"Tepetlaoxtoc","3 Años",528,288,240
"Tepetlaoxtoc","4 Años",556,306,250
"Tepetlaoxtoc","5 Años",555,288,267
"Tepetlaoxtoc","6 Años",554,292,262
"Tepetlaoxtoc","7 Años",530,266,264
"Tepetlaoxtoc","8 Años",569,297,272
"Tepetlaoxtoc","9 Años",540,266,274
"Tepetlaoxtoc","10 Años",644,328,316
"Tepetlaoxtoc","11 Años",615,301,314
"Tepetlaoxtoc","12 Años",584,314,270
"Tepetlaoxtoc","13 Años",590,313,277
"Tepetlaoxtoc","14 Años",597,272,325
"Tepetlaoxtoc","15 Años",576,288,288
"Tepetlaoxtoc","16 Años",535,296,239
"Tepetlaoxtoc","17 Años",653,338,315
"Tepetlaoxtoc","18 Años",595,299,296
"Tepetlaoxtoc","19 Años",548,279,269
"Tepetlaoxtoc","20 Años",633,325,308
"Tepetlaoxtoc","21 Años",495,235,260
"Tepetlaoxtoc","22 Años",618,309,309
"Tepetlaoxtoc","23 Años",535,260,275
"Tepetlaoxtoc","24 Años",500,223,277
"Tepetlixpa","Total",20500,9946,10554
"Tepetlixpa","3 Años",369,189,180
"Tepetlixpa","4 Años",406,207,199
"Tepetlixpa","5 Años",398,191,207
"Tepetlixpa","6 Años",327,163,164
"Tepetlixpa","7 Años",350,187,163
"Tepetlixpa","8 Años",382,202,180
"Tepetlixpa","9 Años",346,166,180
"Tepetlixpa","10 Años",341,166,175
"Tepetlixpa","11 Años",360,207,153
"Tepetlixpa","12 Años",364,186,178
"Tepetlixpa","13 Años",361,172,189
"Tepetlixpa","14 Años",379,190,189
"Tepetlixpa","15 Años",361,169,192
"Tepetlixpa","16 Años",352,191,161
"Tepetlixpa","17 Años",370,188,182
"Tepetlixpa","18 Años",371,181,190
"Tepetlixpa","19 Años",359,176,183
"Tepetlixpa","20 Años",366,201,165
"Tepetlixpa","21 Años",295,143,152
"Tepetlixpa","22 Años",352,182,170
"Tepetlixpa","23 Años",345,181,164
"Tepetlixpa","24 Años",329,159,170
"Tepotzotlán","Total",103696,50708,52988
"Tepotzotlán","3 Años",1578,761,817
"Tepotzotlán","4 Años",1551,775,776
"Tepotzotlán","5 Años",1628,798,830
"Tepotzotlán","6 Años",1601,797,804
"Tepotzotlán","7 Años",1725,886,839
"Tepotzotlán","8 Años",1861,903,958
"Tepotzotlán","9 Años",1679,838,841
"Tepotzotlán","10 Años",1893,961,932
"Tepotzotlán","11 Años",1735,851,884
"Tepotzotlán","12 Años",1974,1006,968
"Tepotzotlán","13 Años",1853,949,904
"Tepotzotlán","14 Años",1885,919,966
"Tepotzotlán","15 Años",1845,936,909
"Tepotzotlán","16 Años",1805,949,856
"Tepotzotlán","17 Años",1914,965,949
"Tepotzotlán","18 Años",2013,1034,979
"Tepotzotlán","19 Años",1732,861,871
"Tepotzotlán","20 Años",1919,969,950
"Tepotzotlán","21 Años",1515,775,740
"Tepotzotlán","22 Años",1891,938,953
"Tepotzotlán","23 Años",1689,853,836
"Tepotzotlán","24 Años",1690,838,852
"Tequixquiac","Total",39489,19329,20160
"Tequixquiac","3 Años",644,326,318
"Tequixquiac","4 Años",644,319,325
"Tequixquiac","5 Años",652,310,342
"Tequixquiac","6 Años",635,334,301
"Tequixquiac","7 Años",639,338,301
"Tequixquiac","8 Años",664,347,317
"Tequixquiac","9 Años",686,339,347
"Tequixquiac","10 Años",732,378,354
"Tequixquiac","11 Años",762,381,381
"Tequixquiac","12 Años",773,414,359
"Tequixquiac","13 Años",731,369,362
"Tequixquiac","14 Años",713,357,356
"Tequixquiac","15 Años",703,357,346
"Tequixquiac","16 Años",698,336,362
"Tequixquiac","17 Años",718,386,332
"Tequixquiac","18 Años",746,379,367
"Tequixquiac","19 Años",706,337,369
"Tequixquiac","20 Años",741,365,376
"Tequixquiac","21 Años",682,310,372
"Tequixquiac","22 Años",733,374,359
"Tequixquiac","23 Años",673,351,322
"Tequixquiac","24 Años",653,317,336
"Texcaltitlán","Total",18482,8945,9537
"Texcaltitlán","3 Años",429,227,202
"Texcaltitlán","4 Años",381,186,195
"Texcaltitlán","5 Años",377,204,173
"Texcaltitlán","6 Años",369,193,176
"Texcaltitlán","7 Años",418,193,225
"Texcaltitlán","8 Años",446,236,210
"Texcaltitlán","9 Años",466,228,238
"Texcaltitlán","10 Años",469,241,228
"Texcaltitlán","11 Años",407,208,199
"Texcaltitlán","12 Años",427,214,213
"Texcaltitlán","13 Años",381,198,183
"Texcaltitlán","14 Años",384,191,193
"Texcaltitlán","15 Años",370,170,200
"Texcaltitlán","16 Años",377,187,190
"Texcaltitlán","17 Años",347,184,163
"Texcaltitlán","18 Años",370,177,193
"Texcaltitlán","19 Años",314,145,169
"Texcaltitlán","20 Años",325,157,168
"Texcaltitlán","21 Años",316,166,150
"Texcaltitlán","22 Años",289,134,155
"Texcaltitlán","23 Años",324,163,161
"Texcaltitlán","24 Años",284,135,149
"Texcalyacac","Total",5736,2821,2915
"Texcalyacac","3 Años",108,68,40
"Texcalyacac","4 Años",101,51,50
"Texcalyacac","5 Años",104,48,56
"Texcalyacac","6 Años",110,57,53
"Texcalyacac","7 Años",93,48,45
"Texcalyacac","8 Años",101,49,52
"Texcalyacac","9 Años",92,48,44
"Texcalyacac","10 Años",111,56,55
"Texcalyacac","11 Años",84,42,42
"Texcalyacac","12 Años",115,60,55
"Texcalyacac","13 Años",100,51,49
"Texcalyacac","14 Años",94,47,47
"Texcalyacac","15 Años",126,64,62
"Texcalyacac","16 Años",112,60,52
"Texcalyacac","17 Años",101,53,48
"Texcalyacac","18 Años",107,58,49
"Texcalyacac","19 Años",85,48,37
"Texcalyacac","20 Años",114,69,45
"Texcalyacac","21 Años",91,50,41
"Texcalyacac","22 Años",97,46,51
"Texcalyacac","23 Años",81,42,39
"Texcalyacac","24 Años",96,44,52
"Texcoco","Total",277562,134940,142622
"Texcoco","3 Años",4168,2065,2103
"Texcoco","4 Años",4053,2102,1951
"Texcoco","5 Años",4130,2054,2076
"Texcoco","6 Años",4197,2163,2034
"Texcoco","7 Años",4230,2159,2071
"Texcoco","8 Años",4653,2357,2296
"Texcoco","9 Años",4285,2130,2155
"Texcoco","10 Años",4887,2504,2383
"Texcoco","11 Años",4486,2269,2217
"Texcoco","12 Años",4766,2453,2313
"Texcoco","13 Años",4610,2339,2271
"Texcoco","14 Años",4574,2262,2312
"Texcoco","15 Años",5061,2588,2473
"Texcoco","16 Años",4955,2482,2473
"Texcoco","17 Años",5285,2639,2646
"Texcoco","18 Años",5474,2803,2671
"Texcoco","19 Años",4894,2498,2396
"Texcoco","20 Años",5596,2872,2724
"Texcoco","21 Años",4644,2390,2254
"Texcoco","22 Años",5148,2639,2509
"Texcoco","23 Años",4699,2398,2301
"Texcoco","24 Años",4452,2193,2259
"Tezoyuca","Total",47044,23237,23807
"Tezoyuca","3 Años",731,363,368
"Tezoyuca","4 Años",740,376,364
"Tezoyuca","5 Años",766,398,368
"Tezoyuca","6 Años",793,401,392
"Tezoyuca","7 Años",830,422,408
"Tezoyuca","8 Años",804,405,399
"Tezoyuca","9 Años",760,387,373
"Tezoyuca","10 Años",920,491,429
"Tezoyuca","11 Años",816,424,392
"Tezoyuca","12 Años",935,489,446
"Tezoyuca","13 Años",879,455,424
"Tezoyuca","14 Años",852,416,436
"Tezoyuca","15 Años",958,483,475
"Tezoyuca","16 Años",905,469,436
"Tezoyuca","17 Años",912,440,472
"Tezoyuca","18 Años",984,496,488
"Tezoyuca","19 Años",835,426,409
"Tezoyuca","20 Años",974,481,493
"Tezoyuca","21 Años",742,372,370
"Tezoyuca","22 Años",868,434,434
"Tezoyuca","23 Años",805,434,371
"Tezoyuca","24 Años",751,375,376
"Tianguistenco","Total",84259,40847,43412
"Tianguistenco","3 Años",1570,792,778
"Tianguistenco","4 Años",1597,775,822
"Tianguistenco","5 Años",1602,791,811
"Tianguistenco","6 Años",1479,770,709
"Tianguistenco","7 Años",1481,745,736
"Tianguistenco","8 Años",1672,841,831
"Tianguistenco","9 Años",1490,740,750
"Tianguistenco","10 Años",1683,838,845
"Tianguistenco","11 Años",1484,732,752
"Tianguistenco","12 Años",1523,781,742
"Tianguistenco","13 Años",1593,780,813
"Tianguistenco","14 Años",1522,747,775
"Tianguistenco","15 Años",1612,802,810
"Tianguistenco","16 Años",1494,756,738
"Tianguistenco","17 Años",1688,853,835
"Tianguistenco","18 Años",1709,875,834
"Tianguistenco","19 Años",1443,708,735
"Tianguistenco","20 Años",1672,871,801
"Tianguistenco","21 Años",1326,684,642
"Tianguistenco","22 Años",1514,759,755
"Tianguistenco","23 Años",1398,708,690
"Tianguistenco","24 Años",1381,680,701
"Timilpan","Total",16414,7861,8553
"Timilpan","3 Años",263,140,123
"Timilpan","4 Años",280,136,144
"Timilpan","5 Años",289,135,154
"Timilpan","6 Años",299,146,153
"Timilpan","7 Años",264,137,127
"Timilpan","8 Años",317,166,151
"Timilpan","9 Años",303,148,155
"Timilpan","10 Años",324,178,146
"Timilpan","11 Años",277,132,145
"Timilpan","12 Años",281,150,131
"Timilpan","13 Años",304,149,155
"Timilpan","14 Años",326,160,166
"Timilpan","15 Años",306,157,149
"Timilpan","16 Años",312,160,152
"Timilpan","17 Años",315,136,179
"Timilpan","18 Años",281,130,151
"Timilpan","19 Años",249,111,138
"Timilpan","20 Años",311,166,145
"Timilpan","21 Años",257,124,133
"Timilpan","22 Años",248,129,119
"Timilpan","23 Años",255,117,138
"Timilpan","24 Años",278,115,163
"Tlalmanalco","Total",49196,23574,25622
"Tlalmanalco","3 Años",744,362,382
"Tlalmanalco","4 Años",828,401,427
"Tlalmanalco","5 Años",836,394,442
"Tlalmanalco","6 Años",719,356,363
"Tlalmanalco","7 Años",775,387,388
"Tlalmanalco","8 Años",768,399,369
"Tlalmanalco","9 Años",702,318,384
"Tlalmanalco","10 Años",816,417,399
"Tlalmanalco","11 Años",741,381,360
"Tlalmanalco","12 Años",780,383,397
"Tlalmanalco","13 Años",775,415,360
"Tlalmanalco","14 Años",793,382,411
"Tlalmanalco","15 Años",803,418,385
"Tlalmanalco","16 Años",754,409,345
"Tlalmanalco","17 Años",821,424,397
"Tlalmanalco","18 Años",804,407,397
"Tlalmanalco","19 Años",766,377,389
"Tlalmanalco","20 Años",817,395,422
"Tlalmanalco","21 Años",718,344,374
"Tlalmanalco","22 Años",857,406,451
"Tlalmanalco","23 Años",756,363,393
"Tlalmanalco","24 Años",815,383,432
"Tlalnepantla de Baz","Total",672202,327017,345185
"Tlalnepantla de Baz","3 Años",8563,4352,4211
"Tlalnepantla de Baz","4 Años",8760,4464,4296
"Tlalnepantla de Baz","5 Años",8932,4455,4477
"Tlalnepantla de Baz","6 Años",8063,4133,3930
"Tlalnepantla de Baz","7 Años",8303,4237,4066
"Tlalnepantla de Baz","8 Años",9024,4621,4403
"Tlalnepantla de Baz","9 Años",7889,3983,3906
"Tlalnepantla de Baz","10 Años",9325,4768,4557
"Tlalnepantla de Baz","11 Años",8449,4299,4150
"Tlalnepantla de Baz","12 Años",9300,4901,4399
"Tlalnepantla de Baz","13 Años",8978,4536,4442
"Tlalnepantla de Baz","14 Años",9200,4594,4606
"Tlalnepantla de Baz","15 Años",9683,4927,4756
"Tlalnepantla de Baz","16 Años",9198,4562,4636
"Tlalnepantla de Baz","17 Años",10073,5050,5023
"Tlalnepantla de Baz","18 Años",10825,5553,5272
"Tlalnepantla de Baz","19 Años",9630,4878,4752
"Tlalnepantla de Baz","20 Años",11433,5827,5606
"Tlalnepantla de Baz","21 Años",9275,4851,4424
"Tlalnepantla de Baz","22 Años",10799,5481,5318
"Tlalnepantla de Baz","23 Años",10034,5039,4995
"Tlalnepantla de Baz","24 Años",10082,5277,4805
"Tlatlaya","Total",31762,15626,16136
"Tlatlaya","3 Años",613,319,294
"Tlatlaya","4 Años",648,316,332
"Tlatlaya","5 Años",654,333,321
"Tlatlaya","6 Años",603,324,279
"Tlatlaya","7 Años",645,350,295
"Tlatlaya","8 Años",676,344,332
"Tlatlaya","9 Años",642,330,312
"Tlatlaya","10 Años",625,330,295
"Tlatlaya","11 Años",608,325,283
"Tlatlaya","12 Años",571,285,286
"Tlatlaya","13 Años",568,292,276
"Tlatlaya","14 Años",629,292,337
"Tlatlaya","15 Años",609,317,292
"Tlatlaya","16 Años",540,276,264
"Tlatlaya","17 Años",649,318,331
"Tlatlaya","18 Años",592,293,299
"Tlatlaya","19 Años",499,232,267
"Tlatlaya","20 Años",557,263,294
"Tlatlaya","21 Años",412,210,202
"Tlatlaya","22 Años",516,236,280
"Tlatlaya","23 Años",464,226,238
"Tlatlaya","24 Años",505,220,285
"Toluca","Total",910608,439173,471435
"Toluca","3 Años",14412,7218,7194
"Toluca","4 Años",14947,7592,7355
"Toluca","5 Años",15070,7737,7333
"Toluca","6 Años",13740,6914,6826
"Toluca","7 Años",14253,7190,7063
"Toluca","8 Años",15389,7989,7400
"Toluca","9 Años",14241,7151,7090
"Toluca","10 Años",16188,8183,8005
"Toluca","11 Años",14509,7325,7184
"Toluca","12 Años",16001,8134,7867
"Toluca","13 Años",15207,7706,7501
"Toluca","14 Años",15270,7671,7599
"Toluca","15 Años",15726,7956,7770
"Toluca","16 Años",14845,7487,7358
"Toluca","17 Años",15959,7986,7973
"Toluca","18 Años",16856,8619,8237
"Toluca","19 Años",14904,7390,7514
"Toluca","20 Años",17187,8558,8629
"Toluca","21 Años",14287,7175,7112
"Toluca","22 Años",15960,8040,7920
"Toluca","23 Años",14898,7402,7496
"Toluca","24 Años",14825,7226,7599
"Tonanitla","Total",14883,7253,7630
"Tonanitla","3 Años",245,105,140
"Tonanitla","4 Años",286,148,138
"Tonanitla","5 Años",289,128,161
"Tonanitla","6 Años",280,140,140
"Tonanitla","7 Años",246,121,125
"Tonanitla","8 Años",286,145,141
"Tonanitla","9 Años",268,137,131
"Tonanitla","10 Años",308,152,156
"Tonanitla","11 Años",264,135,129
"Tonanitla","12 Años",300,135,165
"Tonanitla","13 Años",275,141,134
"Tonanitla","14 Años",274,128,146
"Tonanitla","15 Años",274,154,120
"Tonanitla","16 Años",239,111,128
"Tonanitla","17 Años",215,104,111
"Tonanitla","18 Años",283,151,132
"Tonanitla","19 Años",236,118,118
"Tonanitla","20 Años",274,134,140
"Tonanitla","21 Años",238,123,115
"Tonanitla","22 Años",258,133,125
"Tonanitla","23 Años",226,101,125
"Tonanitla","24 Años",223,108,115
"Tonatico","Total",12912,6235,6677
"Tonatico","3 Años",209,109,100
"Tonatico","4 Años",230,99,131
"Tonatico","5 Años",224,108,116
"Tonatico","6 Años",211,103,108
"Tonatico","7 Años",210,99,111
"Tonatico","8 Años",237,121,116
"Tonatico","9 Años",210,107,103
"Tonatico","10 Años",254,134,120
"Tonatico","11 Años",221,107,114
"Tonatico","12 Años",201,100,101
"Tonatico","13 Años",219,100,119
"Tonatico","14 Años",213,110,103
"Tonatico","15 Años",232,120,112
"Tonatico","16 Años",199,102,97
"Tonatico","17 Años",229,109,120
"Tonatico","18 Años",211,106,105
"Tonatico","19 Años",222,110,112
"Tonatico","20 Años",235,121,114
"Tonatico","21 Años",164,79,85
"Tonatico","22 Años",210,105,105
"Tonatico","23 Años",210,116,94
"Tonatico","24 Años",199,91,108
"Tultepec","Total",157645,77132,80513
"Tultepec","3 Años",2466,1254,1212
"Tultepec","4 Años",2387,1160,1227
"Tultepec","5 Años",2484,1291,1193
"Tultepec","6 Años",2579,1314,1265
"Tultepec","7 Años",2523,1304,1219
"Tultepec","8 Años",2723,1458,1265
"Tultepec","9 Años",2512,1274,1238
"Tultepec","10 Años",2836,1445,1391
"Tultepec","11 Años",2596,1304,1292
"Tultepec","12 Años",2847,1440,1407
"Tultepec","13 Años",2654,1315,1339
"Tultepec","14 Años",2678,1342,1336
"Tultepec","15 Años",2812,1502,1310
"Tultepec","16 Años",2528,1303,1225
"Tultepec","17 Años",2752,1368,1384
"Tultepec","18 Años",2875,1462,1413
"Tultepec","19 Años",2581,1317,1264
"Tultepec","20 Años",2926,1483,1443
"Tultepec","21 Años",2401,1240,1161
"Tultepec","22 Años",2634,1279,1355
"Tultepec","23 Años",2453,1198,1255
"Tultepec","24 Años",2516,1235,1281
"Tultitlán","Total",516341,251638,264703
"Tultitlán","3 Años",7596,3823,3773
"Tultitlán","4 Años",7728,3921,3807
"Tultitlán","5 Años",8036,4050,3986
"Tultitlán","6 Años",7458,3791,3667
"Tultitlán","7 Años",7449,3756,3693
"Tultitlán","8 Años",8047,4158,3889
"Tultitlán","9 Años",7272,3621,3651
"Tultitlán","10 Años",8339,4324,4015
"Tultitlán","11 Años",7692,3945,3747
"Tultitlán","12 Años",8537,4363,4174
"Tultitlán","13 Años",7951,4033,3918
"Tultitlán","14 Años",8017,4132,3885
"Tultitlán","15 Años",8463,4281,4182
"Tultitlán","16 Años",7991,4045,3946
"Tultitlán","17 Años",8702,4443,4259
"Tultitlán","18 Años",9324,4871,4453
"Tultitlán","19 Años",7901,3966,3935
"Tultitlán","20 Años",9533,4826,4707
"Tultitlán","21 Años",7926,4017,3909
"Tultitlán","22 Años",8680,4369,4311
"Tultitlán","23 Años",8163,4157,4006
"Tultitlán","24 Años",8267,4162,4105
"Valle de Bravo","Total",61590,30076,31514
"Valle de Bravo","3 Años",1226,583,643
"Valle de Bravo","4 Años",1287,612,675
"Valle de Bravo","5 Años",1305,636,669
"Valle de Bravo","6 Años",1087,559,528
"Valle de Bravo","7 Años",1120,569,551
"Valle de Bravo","8 Años",1095,564,531
"Valle de Bravo","9 Años",1062,544,518
"Valle de Bravo","10 Años",1215,606,609
"Valle de Bravo","11 Años",1028,542,486
"Valle de Bravo","12 Años",1159,597,562
"Valle de Bravo","13 Años",1096,521,575
"Valle de Bravo","14 Años",1129,557,572
"Valle de Bravo","15 Años",1036,514,522
"Valle de Bravo","16 Años",1093,566,527
"Valle de Bravo","17 Años",1108,560,548
"Valle de Bravo","18 Años",1127,573,554
"Valle de Bravo","19 Años",941,474,467
"Valle de Bravo","20 Años",1144,589,555
"Valle de Bravo","21 Años",855,413,442
"Valle de Bravo","22 Años",1134,586,548
"Valle de Bravo","23 Años",1006,525,481
"Valle de Bravo","24 Años",1086,516,570
"Valle de Chalco Solidaridad","Total",391731,190674,201057
"Valle de Chalco Solidaridad","3 Años",7184,3637,3547
"Valle de Chalco Solidaridad","4 Años",7489,3757,3732
"Valle de Chalco Solidaridad","5 Años",7571,3792,3779
"Valle de Chalco Solidaridad","6 Años",6615,3351,3264
"Valle de Chalco Solidaridad","7 Años",6823,3475,3348
"Valle de Chalco Solidaridad","8 Años",7140,3626,3514
"Valle de Chalco Solidaridad","9 Años",6653,3360,3293
"Valle de Chalco Solidaridad","10 Años",7579,3893,3686
"Valle de Chalco Solidaridad","11 Años",6775,3435,3340
"Valle de Chalco Solidaridad","12 Años",7468,3804,3664
"Valle de Chalco Solidaridad","13 Años",6925,3438,3487
"Valle de Chalco Solidaridad","14 Años",7022,3423,3599
"Valle de Chalco Solidaridad","15 Años",7154,3588,3566
"Valle de Chalco Solidaridad","16 Años",6717,3348,3369
"Valle de Chalco Solidaridad","17 Años",7077,3516,3561
"Valle de Chalco Solidaridad","18 Años",7316,3732,3584
"Valle de Chalco Solidaridad","19 Años",6211,3101,3110
"Valle de Chalco Solidaridad","20 Años",6979,3466,3513
"Valle de Chalco Solidaridad","21 Años",5732,2872,2860
"Valle de Chalco Solidaridad","22 Años",6772,3447,3325
"Valle de Chalco Solidaridad","23 Años",6413,3189,3224
